Number,revenueY0,revenueY1,turnoverY0,turnoverY1,costofsalesY0,costofsalesY1,grossprofitY0,grossprofitY1,distributionexpensesY0,distributionexpensesY1,profitbeforetaxY0,profitbeforetaxY1
242372,,,,,,,,,,,,
